0:36,8:1,15:1,1:10,34:1,41:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:57,9:1,23:1,1:13,30:1,43:1,54:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:43,8:1,17:1,1:9,30:1,50:1,53:1,57:1,62:1,2:0,3:1762,87:1,188:1,1
0:62,8:1,17:1,1:9,33:1,41:1,54:1,57:1,63:1,2:0,3:0,117:1,188:1,1
0:53,8:1,13:1,1:12,32:1,48:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:44,8:1,17:1,1:9,30:1,38:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:44,9:1,15:1,1:10,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:22,8:1,15:1,1:10,35:1,37:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:57,5:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:1977,103:1,188:1,0
0:52,8:1,17:1,1:9,34:1,49:1,52:1,60:1,63:1,2:0,3:0,103:1,172:1,1
0:66,8:1,17:1,1:9,29:1,38:1,54:1,57:1,63:1,2:0,3:0,85:1,188:1,1
0:37,10:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:0,3:0,159:1,188:1,1
0:33,8:1,26:1,1:5,34:1,40:1,52:1,57:1,63:1,2:0,3:0,103:1,197:1,1
0:34,8:1,17:1,1:9,34:1,48:1,52:1,57:1,63:1,2:7298,3:0,113:1,188:1,0
0:23,8:1,17:1,1:9,34:1,38:1,52:1,57:1,63:1,2:0,3:1902,113:1,188:1,0
0:36,8:1,17:1,1:9,35:1,41:1,55:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:50,6:1,18:1,1:14,30:1,43:1,54:1,57:1,63:1,2:0,3:0,123:1,188:1,0
0:39,6:1,17:1,1:9,35:1,50:1,53:1,57:1,62:1,2:0,3:0,118:1,188:1,1
0:50,8:1,21:1,1:11,34:1,50:1,52:1,57:1,63:1,2:0,3:0,118:1,188:1,1
0:23,8:1,13:1,1:12,34:1,47:1,51:1,57:1,62:1,2:0,3:0,108:1,190:1,1
0:47,7:1,20:1,1:3,32:1,39:1,56:1,57:1,62:1,2:0,3:0,119:1,174:1,1
0:39,9:1,15:1,1:10,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:43,8:1,23:1,1:13,34:1,45:1,51:1,61:1,62:1,2:0,3:0,103:1,188:1,0
0:23,8:1,23:1,1:13,35:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:44,5:1,16:1,1:15,34:1,43:1,52:1,57:1,63:1,2:0,3:0,118:1,188:1,0
0:57,10:1,25:1,1:7,34:1,47:1,52:1,57:1,63:1,2:0,3:0,159:1,188:1,1
0:47,9:1,17:1,1:9,30:1,50:1,56:1,57:1,62:1,2:0,3:0,95:1,188:1,1
0:28,8:1,28:1,1:4,32:1,49:1,53:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:17,8:1,25:1,1:7,35:1,40:1,56:1,57:1,63:1,2:0,3:0,78:1,188:1,1
0:43,8:1,18:1,1:14,32:1,37:1,53:1,57:1,62:1,2:6497,3:0,113:1,188:1,1
0:47,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:53,5:1,14:1,1:6,34:1,48:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:26,8:1,15:1,1:10,35:1,37:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:46,8:1,24:1,1:16,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:20,8:1,15:1,1:10,35:1,44:1,54:1,57:1,62:1,2:0,3:0,88:1,188:1,1
0:48,9:1,23:1,1:13,30:1,36:1,54:1,61:1,62:1,2:0,3:0,106:1,188:1,0
0:49,8:1,17:1,1:9,30:1,48:1,54:1,57:1,62:1,2:0,3:1564,103:1,188:1,0
0:52,12:1,17:1,1:9,34:1,45:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:35,8:1,17:1,1:9,34:1,50:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:51,8:1,17:1,1:9,30:1,41:1,54:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:31,8:1,18:1,1:14,34:1,48:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,0
0:42,10:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:41,8:1,15:1,1:10,30:1,37:1,53:1,57:1,63:1,2:0,3:0,109:1,188:1,1
0:46,8:1,23:1,1:13,34:1,47:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:25,8:1,21:1,1:11,35:1,37:1,54:1,57:1,63:1,2:0,3:0,128:1,199:1,0
0:23,8:1,17:1,1:9,34:1,40:1,52:1,57:1,63:1,2:0,3:0,90:1,188:1,1
0:43,8:1,23:1,1:13,34:1,40:1,52:1,57:1,63:1,2:0,3:0,101:1,188:1,1
0:41,8:1,15:1,1:10,35:1,44:1,54:1,57:1,63:1,2:0,3:0,78:1,188:1,1
0:29,9:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:7298,3:0,103:1,188:1,0
0:27,8:1,23:1,1:13,34:1,43:1,51:1,57:1,62:1,2:7298,3:0,108:1,193:1,0
0:24,8:1,23:1,1:13,35:1,37:1,56:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:44,9:1,15:1,1:10,34:1,48:1,51:1,57:1,62:1,2:0,3:0,101:1,188:1,0
0:31,8:1,17:1,1:9,35:1,44:1,55:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:43,8:1,15:1,1:10,35:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:41,9:1,17:1,1:9,30:1,36:1,53:1,61:1,62:1,2:0,3:0,103:1,188:1,0
0:43,8:1,15:1,1:10,34:1,38:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:50,10:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:99999,3:0,108:1,188:1,0
0:70,10:1,25:1,1:7,34:1,47:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:78,10:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:3471,3:0,113:1,188:1,1
0:21,7:1,15:1,1:10,35:1,39:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:26,8:1,15:1,1:10,35:1,37:1,55:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:73,8:1,17:1,1:9,30:1,44:1,54:1,57:1,62:1,2:0,3:0,95:1,188:1,1
0:47,8:1,17:1,1:9,30:1,48:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:39,8:1,17:1,1:9,34:1,49:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:61,8:1,17:1,1:9,30:1,50:1,54:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:45,8:1,17:1,1:9,35:1,44:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:47,8:1,17:1,1:9,30:1,37:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:38,10:1,23:1,1:13,35:1,50:1,56:1,57:1,62:1,2:0,3:0,83:1,188:1,1
0:21,8:1,17:1,1:9,35:1,49:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:46,8:1,21:1,1:11,34:1,37:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:23,8:1,23:1,1:13,35:1,44:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:28,10:1,15:1,1:10,34:1,48:1,52:1,59:1,63:1,2:0,3:0,133:1,164:1,0
0:18,8:1,15:1,1:10,35:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:50,6:1,26:1,1:5,34:1,43:1,52:1,57:1,63:1,2:0,3:2002,103:1,188:1,1
0:34,8:1,21:1,1:11,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:30,8:1,23:1,1:13,35:1,43:1,54:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:53,8:1,19:1,1:2,30:1,49:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:63,10:1,23:1,1:13,34:1,47:1,52:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:62,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:28,8:1,17:1,1:9,35:1,38:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:39,10:1,14:1,1:6,32:1,41:1,54:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:28,8:1,15:1,1:10,35:1,38:1,56:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:44,10:1,15:1,1:10,34:1,47:1,52:1,57:1,63:1,2:0,3:0,137:1,188:1,1
0:26,8:1,23:1,1:13,35:1,41:1,54:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:32,8:1,25:1,1:7,33:1,41:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:39,9:1,18:1,1:14,34:1,48:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:70,7:1,26:1,1:5,35:1,39:1,53:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:27,8:1,23:1,1:13,35:1,43:1,55:1,57:1,62:1,2:0,3:0,78:1,188:1,1
0:31,8:1,16:1,1:15,34:1,43:1,52:1,60:1,63:1,2:0,3:0,103:1,181:1,1
0:61,8:1,17:1,1:9,34:1,36:1,52:1,57:1,63:1,2:4386,3:0,103:1,188:1,0
0:32,8:1,14:1,1:6,34:1,50:1,52:1,57:1,63:1,2:0,3:2051,101:1,188:1,1
0:21,7:1,15:1,1:10,35:1,39:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:24,10:1,25:1,1:7,35:1,43:1,54:1,57:1,62:1,2:0,3:0,66:1,188:1,1
0:39,8:1,15:1,1:10,34:1,38:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:29,8:1,15:1,1:10,34:1,49:1,52:1,57:1,63:1,2:0,3:0,109:1,188:1,1
0:52,8:1,17:1,1:9,34:1,48:1,52:1,57:1,63:1,2:5178,3:0,103:1,188:1,0
0:26,10:1,17:1,1:9,35:1,40:1,54:1,57:1,63:1,2:0,3:0,98:1,188:1,1
0:30,8:1,13:1,1:12,35:1,45:1,56:1,57:1,62:1,2:0,3:0,78:1,188:1,1
0:70,8:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:29,8:1,17:1,1:9,35:1,40:1,56:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:32,8:1,15:1,1:10,30:1,44:1,55:1,57:1,62:1,2:4865,3:0,103:1,188:1,1
0:32,8:1,17:1,1:9,34:1,40:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:58,8:1,22:1,1:8,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:75,10:1,25:1,1:7,29:1,37:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:37,8:1,23:1,1:13,30:1,41:1,54:1,57:1,63:1,2:0,3:1980,103:1,188:1,1
0:39,8:1,17:1,1:9,34:1,50:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:66,6:1,17:1,1:9,34:1,48:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:46,8:1,17:1,1:9,30:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:49,9:1,23:1,1:13,34:1,36:1,52:1,57:1,63:1,2:0,3:0,105:1,188:1,0
0:32,8:1,14:1,1:6,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:20,8:1,17:1,1:9,35:1,48:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:44,8:1,15:1,1:10,30:1,49:1,54:1,57:1,63:1,2:3325,3:0,103:1,188:1,1
0:42,8:1,23:1,1:13,30:1,48:1,54:1,57:1,62:1,2:0,3:0,113:1,188:1,0
0:34,10:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:37,8:1,17:1,1:9,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:22,8:1,15:1,1:10,35:1,40:1,54:1,57:1,63:1,2:0,3:0,103:1,201:1,1
0:21,7:1,15:1,1:10,35:1,39:1,56:1,57:1,62:1,2:0,3:0,83:1,188:1,1
0:33,8:1,17:1,1:9,32:1,44:1,54:1,59:1,63:1,2:0,3:0,100:1,188:1,1
0:54,12:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:4386,3:0,104:1,188:1,0
0:36,8:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:36,8:1,17:1,1:9,30:1,44:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:44,8:1,13:1,1:12,34:1,48:1,52:1,57:1,63:1,2:0,3:1977,113:1,188:1,0
0:49,8:1,23:1,1:13,30:1,37:1,54:1,57:1,62:1,2:0,3:0,113:1,188:1,0
0:40,8:1,17:1,1:9,34:1,38:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:49,10:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,199:1,0
0:31,10:1,17:1,1:9,35:1,50:1,54:1,57:1,63:1,2:0,3:0,90:1,188:1,1
0:81,10:1,15:1,1:10,34:1,45:1,52:1,57:1,63:1,2:0,3:0,88:1,169:1,1
0:40,8:1,17:1,1:9,30:1,49:1,56:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:47,8:1,15:1,1:10,34:1,50:1,52:1,57:1,63:1,2:0,3:0,73:1,188:1,1
0:39,8:1,17:1,1:9,34:1,38:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:42,8:1,17:1,1:9,34:1,40:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:29,8:1,28:1,1:4,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,177:1,0
0:40,9:1,17:1,1:9,34:1,48:1,52:1,57:1,63:1,2:0,3:0,111:1,188:1,1
0:28,8:1,23:1,1:13,34:1,43:1,51:1,57:1,62:1,2:4386,3:0,83:1,188:1,0
0:19,7:1,17:1,1:9,35:1,39:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:32,6:1,21:1,1:11,30:1,48:1,54:1,57:1,62:1,2:0,3:0,106:1,188:1,1
0:35,8:1,15:1,1:10,34:1,48:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:35,7:1,13:1,1:12,34:1,39:1,52:1,57:1,63:1,2:0,3:0,78:1,188:1,1
0:52,6:1,18:1,1:14,30:1,43:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:17,8:1,22:1,1:8,35:1,50:1,56:1,57:1,62:1,2:0,3:0,87:1,188:1,1
0:23,8:1,17:1,1:9,35:1,44:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:76,8:1,28:1,1:4,34:1,50:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:41,10:1,24:1,1:16,35:1,43:1,54:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:46,8:1,17:1,1:9,30:1,48:1,53:1,57:1,62:1,2:0,3:0,118:1,188:1,1
0:49,10:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,0
0:60,12:1,17:1,1:9,33:1,40:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:65,7:1,17:1,1:9,34:1,39:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:62,8:1,17:1,1:9,35:1,44:1,54:1,61:1,62:1,2:0,3:0,100:1,188:1,1
0:46,12:1,13:1,1:12,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,190:1,0
0:50,8:1,17:1,1:9,33:1,38:1,54:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:39,8:1,21:1,1:11,32:1,44:1,56:1,57:1,62:1,2:594,3:0,103:1,188:1,1
0:20,8:1,15:1,1:10,35:1,50:1,56:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:38,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:56,8:1,17:1,1:9,30:1,40:1,53:1,57:1,63:1,2:0,3:0,73:1,188:1,1
0:30,10:1,21:1,1:11,32:1,37:1,54:1,57:1,63:1,2:0,3:0,103:1,174:1,1
0:41,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,199:1,0
0:29,8:1,23:1,1:13,35:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:43,8:1,23:1,1:13,34:1,40:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:28,8:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:0,3:0,108:1,167:1,1
0:30,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,98:1,188:1,0
0:19,8:1,17:1,1:9,35:1,49:1,56:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:56,8:1,15:1,1:10,34:1,41:1,52:1,57:1,63:1,2:0,3:0,97:1,188:1,1
0:28,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,98:1,188:1,1
0:23,8:1,23:1,1:13,35:1,41:1,54:1,57:1,63:1,2:0,3:0,98:1,188:1,1
0:34,8:1,13:1,1:12,34:1,48:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,0
0:43,8:1,23:1,1:13,34:1,48:1,52:1,61:1,63:1,2:0,3:1977,103:1,188:1,0
0:60,10:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:43,9:1,15:1,1:10,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:60,5:1,17:1,1:9,34:1,41:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:42,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,146:1,188:1,1
0:32,9:1,15:1,1:10,30:1,36:1,54:1,57:1,63:1,2:0,3:1408,103:1,188:1,1
0:31,8:1,15:1,1:10,34:1,45:1,52:1,57:1,63:1,2:0,3:0,103:1,174:1,0
0:25,8:1,17:1,1:9,35:1,47:1,54:1,57:1,63:1,2:0,3:0,99:1,187:1,1
0:25,8:1,22:1,1:8,34:1,50:1,52:1,61:1,63:1,2:3103,3:0,103:1,188:1,1
0:41,5:1,13:1,1:12,34:1,47:1,52:1,57:1,63:1,2:0,3:1977,113:1,188:1,0
0:26,8:1,15:1,1:10,35:1,50:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:45,9:1,23:1,1:13,34:1,48:1,52:1,61:1,63:1,2:7688,3:0,128:1,188:1,0
0:35,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:21,8:1,26:1,1:5,35:1,50:1,55:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:39,12:1,17:1,1:9,34:1,45:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:22,8:1,23:1,1:13,35:1,48:1,56:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:66,10:1,23:1,1:13,34:1,41:1,52:1,57:1,63:1,2:2290,3:0,103:1,190:1,1
0:32,12:1,15:1,1:10,30:1,44:1,53:1,57:1,63:1,2:0,3:0,103:1,174:1,1
0:39,8:1,14:1,1:6,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:41,5:1,15:1,1:10,34:1,47:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:26,7:1,17:1,1:9,35:1,39:1,54:1,57:1,63:1,2:0,3:0,103:1,193:1,1
0:31,8:1,15:1,1:10,30:1,44:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:27,8:1,25:1,1:7,35:1,50:1,56:1,59:1,63:1,2:0,3:0,103:1,188:1,1
0:34,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:43,6:1,18:1,1:14,34:1,48:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:56,8:1,17:1,1:9,35:1,44:1,56:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:34,8:1,17:1,1:9,34:1,40:1,51:1,61:1,62:1,2:0,3:1672,103:1,188:1,1
0:23,8:1,17:1,1:9,35:1,40:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:29,8:1,17:1,1:9,35:1,44:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:34,8:1,13:1,1:12,35:1,45:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:37,8:1,23:1,1:13,35:1,44:1,54:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:42,8:1,13:1,1:12,34:1,37:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:51,9:1,17:1,1:9,32:1,44:1,53:1,57:1,62:1,2:0,3:0,103:1,197:1,1
0:34,8:1,17:1,1:9,30:1,44:1,53:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:60,10:1,26:1,1:5,34:1,38:1,52:1,57:1,63:1,2:0,3:0,133:1,188:1,1
0:41,8:1,17:1,1:9,35:1,41:1,53:1,57:1,63:1,2:0,3:0,103:1,174:1,1
0:27,9:1,23:1,1:13,34:1,43:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:46,8:1,15:1,1:10,35:1,49:1,54:1,57:1,62:1,2:2354,3:0,103:1,188:1,1
0:22,8:1,17:1,1:9,30:1,50:1,56:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:17,7:1,14:1,1:6,35:1,39:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:18,8:1,25:1,1:7,35:1,50:1,56:1,57:1,63:1,2:0,3:0,78:1,188:1,1
0:46,10:1,17:1,1:9,34:1,48:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:40,8:1,23:1,1:13,35:1,43:1,54:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:24,8:1,23:1,1:13,35:1,45:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:28,10:1,15:1,1:10,35:1,43:1,56:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:67,7:1,15:1,1:10,34:1,39:1,52:1,57:1,63:1,2:0,3:0,78:1,188:1,0
0:53,10:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:0,3:0,159:1,188:1,1
0:25,8:1,15:1,1:10,35:1,43:1,54:1,57:1,62:1,2:0,3:0,128:1,188:1,1
0:18,8:1,17:1,1:9,35:1,50:1,56:1,57:1,62:1,2:0,3:0,83:1,188:1,1
0:64,9:1,15:1,1:10,34:1,36:1,52:1,57:1,63:1,2:0,3:0,98:1,188:1,1
0:45,8:1,23:1,1:13,35:1,50:1,54:1,61:1,62:1,2:0,3:0,107:1,188:1,0
0:32,8:1,25:1,1:7,30:1,38:1,56:1,61:1,63:1,2:0,3:0,108:1,188:1,1
0:30,8:1,17:1,1:9,35:1,44:1,54:1,57:1,62:1,2:0,3:0,93:1,188:1,1
0:35,8:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:46,7:1,15:1,1:10,30:1,39:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:19,8:1,17:1,1:9,35:1,37:1,55:1,57:1,62:1,2:0,3:0,91:1,174:1,1
0:31,8:1,23:1,1:13,35:1,45:1,54:1,57:1,62:1,2:10520,3:0,103:1,188:1,0
0:39,8:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:33,8:1,23:1,1:13,35:1,48:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:25,8:1,17:1,1:9,35:1,40:1,55:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:55,8:1,17:1,1:9,30:1,50:1,55:1,57:1,62:1,2:0,3:0,103:1,168:1,1
0:23,8:1,17:1,1:9,35:1,38:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:45,10:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:0,128:1,188:1,1
0:42,8:1,15:1,1:10,34:1,49:1,51:1,61:1,62:1,2:0,3:0,111:1,188:1,0
0:65,8:1,14:1,1:6,30:1,50:1,54:1,61:1,63:1,2:0,3:0,127:1,188:1,1
0:37,6:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:28,8:1,17:1,1:9,34:1,49:1,52:1,57:1,63:1,2:0,3:0,113:1,197:1,1
0:48,8:1,28:1,1:4,34:1,42:1,51:1,61:1,62:1,2:0,3:0,78:1,188:1,1
0:43,9:1,18:1,1:14,30:1,43:1,54:1,57:1,62:1,2:0,3:0,128:1,188:1,1
0:44,8:1,17:1,1:9,35:1,44:1,55:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:58,9:1,18:1,1:14,34:1,43:1,52:1,61:1,63:1,2:7688,3:0,108:1,188:1,0
0:70,10:1,23:1,1:13,29:1,43:1,54:1,57:1,62:1,2:0,3:0,93:1,188:1,1
0:28,9:1,18:1,1:14,35:1,43:1,54:1,57:1,63:1,2:0,3:0,118:1,188:1,1
0:46,9:1,16:1,1:15,32:1,43:1,54:1,61:1,63:1,2:4650,3:0,103:1,188:1,1
0:33,8:1,15:1,1:10,30:1,50:1,53:1,57:1,62:1,2:0,3:0,118:1,188:1,1
0:35,9:1,23:1,1:13,34:1,36:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:18,8:1,25:1,1:7,35:1,43:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:29,8:1,14:1,1:6,30:1,50:1,54:1,57:1,62:1,2:0,3:0,93:1,188:1,1
0:29,8:1,17:1,1:9,35:1,49:1,53:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:59,8:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:29,8:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:22,8:1,25:1,1:7,30:1,37:1,55:1,57:1,62:1,2:0,3:0,88:1,188:1,1
0:34,8:1,17:1,1:9,34:1,48:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:30,8:1,17:1,1:9,34:1,44:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:54,6:1,15:1,1:10,34:1,43:1,52:1,57:1,63:1,2:0,3:1902,103:1,188:1,0
0:38,8:1,25:1,1:7,30:1,38:1,53:1,57:1,63:1,2:0,3:0,118:1,188:1,1
0:44,8:1,17:1,1:9,34:1,37:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,0
0:30,8:1,17:1,1:9,35:1,47:1,56:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:28,8:1,17:1,1:9,34:1,44:1,51:1,57:1,62:1,2:0,3:0,78:1,188:1,1
0:60,7:1,15:1,1:10,29:1,39:1,53:1,61:1,62:1,2:0,3:0,117:1,188:1,1
0:57,12:1,17:1,1:9,34:1,38:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:38,8:1,17:1,1:9,35:1,44:1,54:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:43,8:1,28:1,1:4,30:1,50:1,53:1,61:1,62:1,2:0,3:0,103:1,188:1,1
